page_id,doc_key,grade,date_guess,page_label,title,source_text,zh_translation
84,frus1946v09/d459,相关文献,"May 17, 1946",,"Minutes of Conference Between General Marshall and Mr. Chang Nat Teh and Prof, Chen Ping Hsieh at General Marshall’s House, May 17, 1946, 2:30 p.m.","Marshall Mission Files, Lot 54–D270 [Document 459] Minutes of Conference Between General Marshall and Mr. Chang Nat Teh and Prof, Chen Ping Hsieh at General Marshall’s House, May 17, 1946, 2:30 p.m. May 17, 1946, 2:30 p.m. Mr. Chang expressed his appreciation of General Marshall’s effort in obtaining peace for China and asked if there was any hope of success. He stated that Prof. Chou who visited General Marshall previously represented his newspaper and he also was a member of PPC. General Marshall stated that he had been asked this question many times before by members of the Young China Party. He then stated that an immediate help would be for the minority political parties to get together on an interim basis in order to meet the urgent situation. He further stated he had also mentioned this to members of the Democratic League who had appealed to him for help. General Marshall said it would be necessary for the small groups to unite and to meet the emergency by using their influence to bring these two opposing parties together. The Kuomintang felt that the Democratic League was in union with the Communist Party and the Communists felt that the Young China Party was dominated by the Kuomintang. In this emergency, it is necessary for these minority political parties to get together and to assist in solving the problem. He then stated that the newspapers on both sides published articles calculated to make the situation more difficult and that the mutual fear and distrust evidenced in these articles were making the situation more hopeless. General Marshall then suggested that all the minority party members join in an effort to influence newspaper editors and individual Kuomintang and Communist party members toward a more tolerant point of view. General Marshall then said that certain leaders in the Kuomintang were saying that he had misled the Government to its present position. On the other hand, Communists were saying that he was in back of the Kuomintang to destroy the Communist Party. The Democratic League also attacked him in effect by radio appeals to the U. S. General Marshall reiterated that the greatest assistance the Young China Party could give would be to combine with the Democratic League at the present time to influence people to solve the problem and not confine themselves to bitterness and intolerance. General Marshall then said that there was no one in China, he thought, that understood the meaning and working of a two-party government. He explained that the attack of one against the other in a two-party government is an Ordinary manifestation of a democracy, and that a party not in power always tries to better its position by an assault on the ruling party. The Kuomintang members could not see that point. He added that the troops of the Kuomintang could not destroy the Communist army, and the reverse was also true. However, between them, they could destroy China. General Marshall further stated that the most valuable weapon at this time would be to influence public opinion in the high levels.",
102,frus1946v09/d501,相关文献,"June 3, 1946",,The Counselor of Embassy in China (Smyth) to the Secretary of State,"893.00/6–346: Telegram [Document 501] The Counselor of Embassy in China ( Smyth ) to the Secretary of State Nanking , June 3, 1946—3 p.m. [Received June 4—11:26 a.m.] 907. Political attacks on Kmt were intensified in Yenan broadcasts for week ending May 31 as situation became more critical in Manchuria with Nationalists capture of Changchun and continued advances northward. One broadcast carried long appeal from Democratic League for cessation of hostilities as sole means of preserving China from disaster. Appeal also demanded cessation of “double-faced U. S. policy” of furnishing arms to Kmt which no longer has any excuse for taking over Manchuria now that Soviet troops have withdrawn. Another item said Communist withdrawal from Changchun was done not from lack of strength but to test Kmt sincerity on stopping hostilities. Also reported that numerous groups in liberated areas appeal for cessation of fighting, stoppage of American arms delivery to Kmt for civil war purposes, and forcing Kmt to live up to commitments. Other items reported growing concern in independent papers over Kmt advances Manchuria; thousands students fleeing to Communist areas to escape inflation, possible starvation and Kmt terror and regimentation in all schools; and a long story by a former student in Sino-American Special Service Training School in Fukien (Tai Li) on methods of training, courses followed, and indoctrination for extermination of Communists. One broadcast quoted in full captured order to Kmt troops to begin attacking in east Hopei May 30 for purpose destroying Communists that area and cutting their lines to Manchuria. Item May 31 cited few attacks which it charged were preliminary to all-out attack. Several items recounted closing of Peiping Emancipation Daily and New China News Agency May 29 by Kmt order. Paper had largest circulation any paper Peiping-Tientsin. Yenan Emancipation Daily editorial charged action desperate move by Kmt to forestall its deteriorating position in all China, is linked with similar actions against other papers elsewhere, and is in line with Kmt Fascist techniques of oppression people of China. Another item reported three waves of peasant revolts, involving hundreds of thousands in north Chekiang since Jan. against oppression and extortion by Kmt officials, mostly ex-collaborators. Economic items: Call made for bumper crops in liberated areas; 500,000 acres formerly dry land now being irrigated. 8,000 mile mail network established in liberated areas, now isolated from mail service in Kmt areas. Kmt rule, according to long article, has ruined Formosa economically. Another long article details growing economic prosperity in port of Antung under Communist leadership. Relief for Kiangsi–Anhwei border area came unexpectedly from bean and wheat harvest and Govt, relief contributions. Relief needed [badly?] in Chahar. Flood control, irrigation and reforestation work in north China since Jap surrender have saved 5 million acres from drought and flood dangers. Dept. please repeat Moscow. Smyth",
103,frus1946v09/d507,相关文献,5 June 1946,,General Marshall to President Truman,"Marshall Mission Files, Lot 54–D270: Telegram [Document 507] General Marshall to President Truman 95 Nanking , 5 June 1946. 828. Dear Mr. President : Since my message of May 26, 776, following has transpired. On May 28 Generalissimo sent me from Mukden a letter received the 30th largely repeating terms dictated in previous letter of May 24 but agreeing to my qualifications regarding power of decision of Americans, also stating that as to the method of recovering sovereignty in Manchuria Government could not abandon the taking over administration of any area but might agree to send forward, after military advances had ceased, only administrative officials and such military and police forces as would be absolutely necessary for the maintenance of local order and communications. Also he explained use of word guarantee in reference to me as meaning that in regard to all agreements in which I have participated in signing that I would set time limits for the putting into effect of such agreements and would assume the responsibility of supervision over the strict observance of such agreements on the part of the Communists. Incidentally, to what follows I have made no reference to this matter of guarantee in my negotiations with Generalissimo. Not having received the foregoing letter on the 29th, I had Dr. T. V. Soong transmit the following message from me to the Generalissimo in Mukden. [Here follows text as quoted in General Marshall’s memorandum of May 29 to Dr. Soong, printed on page 912 [ Pg. 912 includes portions of Doc. 487 , Doc. 488 , and Doc. 489 ] .] No reply to the foregoing message having been received on May 31st I had the following message dispatched to Generalissimo in Peking where he had just arrived. [Here follows text quoted in General Marshall’s telegram No. 804, May 31, to Mr. Walter S. Robertson, printed on page 926 [ Pg. 926 includes portions of Doc. 491 and Doc. 492 ] .] This message was sent direct by me to our American Commissioner of Executive Headquarters in Peking Walter Robertson and also through Dr. T. V. Soong. Incidentally it developed that my previous message of May 29th had missed the Generalissimo in Mukden and was therefore long delayed in delivery.",
104,frus1946v09/d507,相关文献,5 June 1946,978,General Marshall to President Truman,"Robertson on June 1st sent me the following from Generalissimo: [Here follows text quoted in telegram No. 3371, June 1, printed on page 930 [ Pg. 930 includes portions of Doc. 494 and Doc. 495 ] .] During the foregoing period I had continued lengthy conferences with Chou En-lai, Communist representative, including one from 10 a.m. until 4 p.m. Also lengthy meetings with Dr. Soong, representatives of Democratic League, Young China Party, a representative committee from 500 delegates to National Assembly and many others. Generalissimo returned day before yesterday evening and I had a 3-hour conference with him yesterday morning. The following developed: A. A misunderstanding on his part caused by a mistranslation had blocked the immediate establishment of the advanced section of Executive Headquarters in Changchun. I immediately directed its establishment. B. The Generalissimo agrees to issue an order to his armies in Manchuria to cease advances, attacks or pursuits (in other words, aggressive action) for a period of 10 days to afford the Communist[s] an opportunity to prove their sincerity by completing negotiations with the Government during that period on the following points. 1. Detailed arrangements to govern a complete termination of hostilities in Manchuria. 2. Definite detailed arrangements, with time limits, for the complete resumption of communications in North China. 3. A basis for carrying out without further delay the agreement of February 25 for reorganization of armies. He first stipulated one week in which to complete these negotiations, but I insisted that would be impossible. He finally agreed to a period of 10 days. He stated to me, most confidentially, that this would be his final effort at doing business with the Communists, that the present indeterminate situation with communications blocked, coal barely obtainable in sufficient quantities, cities starving could not be endured economically or otherwise, that all-out war would be preferable. I saw Chou En-lai yesterday afternoon, first having sent him a memorandum of the Generalissimo’s terms. Chou immediately asked for an extension of the 10 days to 1 month but finally reduced his request to 15 days which in my opinion is not unreasonable as there are many complicated plans to be agreed to and he must fly to Yenan at least once and to Manchuria for conferences. Dr. Soong called later and discussed details regarding communications in which he is vitally interested. I already had an American Army engineer, who heads the communications reestablishment activity of Executive Headquarters, in conference yesterday with the Minister of Communications.",
105,frus1946v09/d507,相关文献,5 June 1946,979,General Marshall to President Truman,"I will see Generalissimo early this afternoon regarding extension of time to 15 days. The following factors have been involved most in the foregoing: The prolonged absence of Generalissimo created a serious doubt in the minds of Communist leaders regarding impartiality of my attitude, accentuated by a lively propaganda against U. S. support of Government Armies, etc. The Generalissimo’s insistence at the same time that American officers should be given the deciding vote in all cases of Communist–Government representative disagreements, added to these suspicions and the delicacy of my position. I can ride through these difficulties, I think. For your information, but I hope not for press release, our Naval vessels or other American Flag shipping are no longer engaged in transporting either Chinese Government troops or military supplies, this work now being carried out by Liberty ships with Chinese crews under special flag until sale negotiations are completed and by Chinese-manned LST’s in process of turnover to Chinese Navy. We may give some help to the transport of a Chinese Division to Japan. I want no press release on this because I do not wish to tie my hands or to appear to be pushed into a defensive attitude of explanation. Furthermore, the Communist leaders know the facts and are surprised and somewhat apologetic. Question regarding American powers of final decision has been left to direct negotiation between Government and. Communists without reference to me. Finally, as matters now stand solution awaits Generalissimo’s agreement or refusal to extend time to 15 days and Chou En-lai’s obtaining commitments or instructions from Yenan. I will advise you tonight or tomorrow of progress. 95 Copy delivered to the Secretary of State.",
107,frus1946v09/d522,相关文献,"June 8, 1946",,"Minutes of Conference Between General Marshall and Eight Delegates of PCC at 5 Ning Hai Road, Nanking, June 8, 1946, 4:15 p.m.","Marshall Mission Files, Lot 54–D270 [Document 522] Minutes of Conference Between General Marshall and Eight Delegates of PCC 20 at 5 Ning Hai Road, Nanking, June 8, 1946, 4:15 p.m. Nanking, June 8, 1946, 4:15 p.m. Mr. Mo Te-Hui, a non-party member, paid his tribute to General Marshall and expressed his gratitude toward General Marshall’s mission in bringing peace to China. He attributed the arrangement for the present 15-day truce agreement to General Marshall’s effort. He felt that 15 days would not be sufficient. However, the people were grateful to have even a small opportunity to conduct negotiations for peace. The scope of the order to cease advances, attacks and pursuits includes three items. It is in this connection that the delegates are here today. They would like to make some suggestions for General Marshall’s consideration. Mr. Li, member of Young China Party, stated his party felt that the present problem was a political one. The Generalissimo had previously said that it must be solved by political means. All parties and people hoped that this was so. Certainly, there would be insurmountable difficulties if we neglected the political angle and tried to solve the problem purely from a military point of view. If the Communists are to be expected to make military concessions, the Government must make similar concessions politically. When military problems are discussed, political problems would be drawn in automatically. It would be necessary for us to concentrate our effort toward this natural development. Mr. Li stated that the group would like to have instructions from General Marshall as to how they could help in this mission. Mr. Liang, a member of Democratic League, stated that these three political groups stood on the people’s front. They could not agree that if the 15-days’ truce failed, the whole peace mission would also fail. Now that the 15-days’ period was a fixed period of time, we must help it be a successful period. He suggested that political problems should be discussed with a view to solving the present situation. In these political discussions, all political parties should be allowed to participate. Mr. Liang further suggested that, in addition to and separate from conferences of the Committee of Three, the steering committee of the PCC should also conduct their meetings at the same time. The Committee of Three would discuss military problems. The PCC would discuss the various political issues. Liaison should be established between these two committees in order that conclusions reached by one or the other could be exchanged. When a conclusion was reached by the Committee of Three, three representatives elected from the PCC should meet with the Committee of Three to exchange opinions and to consult each other. He cited for an example the possibility that when the Committee of Three discussed the disposition of troops in Manchuria, the Steering Committee of the PCC would discuss political issues regarding the reorganization of local and provincial governments in the Northeast. General Marshall expressed his appreciation of the compliments they paid to him. He stated that he had no objection to the convening of the parallel committee to discuss political issues and to maintain liaison with the Committee of Three. However, it was outside his jurisdiction. He would not wish to be involved in such an organization. His position vis-à-vis the major interested parties was one in which he must be careful not to invite accusation. General Marshall pointed out differences in the methods of procedure between the two committees. The PCC Committee required a more lengthy process of deliberation. Eighteen years of bitter experience had bred suspicions and fears of each side against the other that were deep-seated. In order to reach a solution, some spirit of good faith must be restored on both sides, then it should be comparatively easy to reach some agreements for the restoration of Communications. Each successive agreement would then tend to restore more and more the mutual confidence. General Marshall then elaborated on the processes and procedure used by the Committee of Three in their negotiations and the procedure adopted by Colonel Hill for the conduct of his negotiations for the restoration of communications. Because of the absolute necessity for developing confidence on both sides, there was no time for either side to employ the usual drawn out procedure in negotiation for the restoration of communications. There was no time to be wasted. General Marshall explained that undoubtedly there were a few people on each side with an uncompromising and unbending viewpoint. Unfortunately, it takes only a few to upset the whole situation. If they could be persuaded to give ground even a little, we might, in a matter of time, overcome that bitterness, hatred and suspicion which now dominates all negotiations. General Marshall elaborated on a few of the many difficulties which must be overcome before China could truly realize democracy. He cited the illiteracy of the Chinese people, the lack of a common dialect, and the inadequate means of communications as examples. To overcome some of these difficulties, General Marshall, while in the United States the last time, arranged for the development of special movies to initiate the education of the masses in China. By this method a great deal could be done in a short time to broaden the intelligence or the comprehension of the illiterate masses. Some such expeditious method would be necessary to a successful effort to launch a genuine democracy. Such movies had aided the American Government in quickly creating a modern and efficient army. They had even shortened the war. Mr. Hwong, an educator for the past thirty years, said that he had two friends recently from the United States who had talked to him regarding the production of movies about China. Mr. Hwong expressed a desire to have another opportunity to talk to General Marshall on this subject. Mr. Liang then said that outside of the two principal contesting parties, all other parties and all the people of China unanimously wanted peace. Statements to the effect that the Democratic League was allied with the Communist Party and that the Young China Party was subservient to the Kuomintang were greatly exaggerated. General Marshall then suggested that all the independent groups should combine to exercise their influence on a few important individuals on each side as well as important editors to convince them that there must be more moderation in order that a solution other than a devastating war might be reached. 20 Political Consultative Conference.",
118,frus1946v09/d568,相关文献,"June 18, 1946",,"Minutes of Meeting Between General Marshall, General Hsu Yung-chang and General Yu Ta-wei at 5 Ning Hai Road, Nanking, June 18, 1946, 4:40 p.m.","Marshall Mission Files, Lot 54–D270 [Document 568] Minutes of Meeting Between General Marshall, General Hsu Yung-chang and General Yu Ta-wei at 5 Ning Hai Road, Nanking, June 18, 1946, 4:40 p.m. Nanking, June 18, 1946, 4:40 p.m. General Yu said he wished to discuss the plan on the areas to assign, which was an integral part of the readjustment in the Military Reorganization agreement dated 25 February 1946. There are two plans regarding the Communist troops in Manchuria. 18 We favor the first plan which contemplates one division in Lung Kiang Province, one at Sung Kiang Province, and then the one in the Sung Kiang Province would integrate in one Army with the Government divisions stationed in the southern part of Lung Hai Province, while the northern part over in Tsitsihar would be garrisoned by Communist troops, with the third Communist division on the border near Korea. General Marshall said he wanted to discuss the Manchuria Annex, 19 the plan the Generalissimo indicated he accepted, which was one of two integrated armies with one Communist division in a small area of eastern Kirin. General Marshall then read from the Manchuria Annex, which stated the location of armies shall be as follows: “1. One army composed of 1 National and 2 Communist divisions to be located within the three provinces of Hsin Hei Lung Kiang, Hsing-An, and Nun Kiang with one Communist division in Hsin Hei Lung Kung Kiang and North and Central Nun Kiang, one Communist division in Hsing-An and North-Central Nun Kiang, and one National division in southern Nun Kiang. The division headquarters of the above 3 divisions shall be located at Tsitsihar, Hailar and Pai-cheng respectively. The army headquarters shall be located at Tsitsihar.”",
119,frus1946v09/d568,相关文献,"June 18, 1946",1092,"Minutes of Meeting Between General Marshall, General Hsu Yung-chang and General Yu Ta-wei at 5 Ning Hai Road, Nanking, June 18, 1946, 4:40 p.m.","General Marshall remarked that the Government gains by this compromise outweighed the possibility of disadvantages by the arrangement proposed. General Yu asked what his suggestion was of where the demarcation line should be in Nun Kiang Province. General Marshall indicated on the map (46° parallel in the province). General Yu said in this plan the province of Liao Peh was without any troops and added that this commitment did not prevent the Government from sending troops into this province. General Marshall asked General Yu how many Communist armies were in Jehol and Chahar. General Yu said that part of the troops under the Communist commander in Jehol and Chahar had been sent to Manchuria and the main troops under his command were estimated at 50,000 or more. General Marshall asked if that included both Jehol and Chahar. General Yu said yes, that was about it. It was their estimation that there were 50,000 in Jehol and 50,000 in Chahar, which could possibly be reorganized into two armies. General Marshall asked how many of these 100,000 would be considered fairly good troops. General Yu said about half. General Marshall asked how many of those normally lived in Jehol and Chahar. How many of the men in the 50,000 did not belong in those two provinces. General Yu said they did not know the particular details of the question placed by General Marshall, but could give a reasonable idea. The Communist troops at Jehol and Chahar were composed of three categories. It is composed about one-third of militia. The third category is of just armed farmers and armed natives of the region of Jehol and Chahar—at least one-third to one-half of the natives. General Marshall explained that he asked that question because it occurred to him in his discussion with the Generalissimo last night that he was creating an explosive situation by the enforced evacuation of Jehol and Chahar. The proposed movement of the Communist troops north from Central China, (pointing to map) would create a concentration in North China (again pointing to map), particularly of Communists, which, by its density, would present a considerable hazard. In other words, there would be too much steam pressure and an explosion would be likely. General Yu told General Marshall they would then present the map of the areas to be assigned to the Communist Troops. He then asked if General Chou En-lai would go back to Yenan.",
120,frus1946v09/d568,相关文献,"June 18, 1946",1093,"Minutes of Meeting Between General Marshall, General Hsu Yung-chang and General Yu Ta-wei at 5 Ning Hai Road, Nanking, June 18, 1946, 4:40 p.m.","General Marshall said he didn’t know—that he had wanted Chou to go at 2:00 o’clock today. He said General Chou had not proposed going back to Yenan, but he (General Marshall) had thought he ought to start back at 2:00 o’clock today. He said General Chou had such a mass of papers and that it took a long time to communicate back and forth with Yenan by radio. He thought more time would be lost unless Chou could talk directly to his people. He could get back to Nanking about 2:30 tomorrow afternoon. General Yu asked whether General Marshall would be at the meeting between General Hsu and General Chou. General Marshall said no, he did not want to participate in the first meeting. He did not see any useful purpose in having a formal meeting of the Committee of Three at this moment. General Yu said he talked to the Generalissimo and he told him he had been discussing all the requirements in the past paper. He said we will go through that document and you tell us what to do. General Marshall asked what document. General Yu said the one on integration. General Marshall said he had seen it in typewritten form, but not on the map. Unless some ground was broken and something gotten out of the way, no progress could be made. It was not now necessary to go into the details at all. General Yu said this was a map showing the areas which the Generalissimo told you of yesterday. (General Pee then explained the map.) General Yu said they 20 may enter those concentrated areas in four months’ time—July, August, September, October. General Marshall asked where they were now in these regions. They then showed General Marshall where they were on the map, explaining they were very much scattered. General Marshall asked if they crossed the railroad anywhere. General Yu said yes. (Tientsin-Pukou) General Marshall then asked where they crossed for this first time. General Yu said they crossed in many places—that the railway had been disrupted at many points. General Marshall said, of course, if you get them into those areas they are completely under your control, particularly in Shantung. He said his comment was that there would be no probability of the Communist accepting the proposition. How many divisions were to be put into those places?",
121,frus1946v09/d568,相关文献,"June 18, 1946",1094,"Minutes of Meeting Between General Marshall, General Hsu Yung-chang and General Yu Ta-wei at 5 Ning Hai Road, Nanking, June 18, 1946, 4:40 p.m.","General Yu answered five armies in five areas. He said we may give them one more area. (North Shantung west of the peninsula.) That is a basis for discussion. The Generalissimo discussed this yesterday. He hinted on the possibility of giving them this area. General Marshall asked that where they were to go into those areas, they must be established there by the end of 12 months. General Yu said before that. He said they must get the troops in by four months. From four to six months. He said, according to the suggestion made by General Marshall, six months. They go into the regions assigned them. Of course, no provision had been made for the demarcation of these regions. General Marshall told General Yu he would have to remember that they were dealing with a much larger force and could not cut it down suddenly to that size by terms of a general agreement. So that while they were moving into those areas there would be a great many more people at the end of six months than there would be at the end of 12 months. General Yu said they were anxious to get them. General Marshall continued by saying at the end of 12 months they are supposed to have 18 divisions, and at the end of 18 months 10 divisions. Demobilization is not instantaneous—it has to be progressive and must begin moving in two or three months. General Yu said that is a question of how to physically do the job. General Marshall said it is not so much physical but rather how to expedite the process. For instance you are going to produce concentrations out of proportion to the area, and therefore demobilization procedures should be speeded up. You must have more area while concentrating at the end of six months and then at the end of 12 months (Pointing out on the map). That is the thought I have in mind. General Marshall said the Government would be putting people along the railroad. Take Shantung alone—the Communist would be unwilling to evacuate all lines at the end of six months. I am thinking of this as a staff problem and I’m not so sure you can crowd them in at that time. General Yu said General Hsu had said that in all these areas there were 69 hsien and plenty of room, and that four months was a reasonable time for them to get into the areas if they propose to do so. General Yu said his idea was to get them into certain areas.",
